Year,Day of the Week,Filepath,Letter,Word,PredictionPairs
1978,THU,1978-07-13.json,0.2185792349726776,0.05405405405405406,"[('SASH', 'OTTT'), ('BUMP', 'EONS'), ('SOLO', 'NENO'), ('ARTE', 'GAAR'), ('EPEE', 'ERTE'), ('SABER', 'SORER'), ('AGER', 'RCPI'), ('ROAR', 'ROAR'), ('ATONE', 'AROOE'), ('ROMEOANDJULIET', 'EOEBEAEEESLMSN'), ('FIT', 'FIT'), ('USAR', 'OSAA'), ('MOROSE', 'TAELRD'), ('TRUDEAU', 'ATEDNAA'), ('ADORE', 'HEAVE'), ('PIERS', 'STEWS'), ('LTD', 'ENE'), ('LOAD', 'HOLE'), ('PARRY', 'ASKIN'), ('SOIE', 'SOIR'), ('MRS', 'ONO'), ('CURES', 'STEWS'), ('POOLE', 'ELIOT'), ('STROLLS', 'AYENNAA'), ('CAMPER', 'SDEHLE'), ('AGEE', 'SNNE'), ('ARE', 'ANN'), ('COMEDYOFERRORS', 'SETIDASHEAESES'), ('ARGON', 'ALRAN'), ('IRIS', 'ALOE'), ('STOP', 'NLCL'), ('BURNT', 'RAOTE'), ('NEVA', 'EAEE'), ('ETTU', 'HAHA'), ('ASEA', 'APSE'), ('GOER', 'ATSR'), ('TOED', 'ATOW'), ('SAAR', 'OGRE'), ('ARGO', 'TACO'), ('STEM', 'TAPE'), ('HEREFORD', 'TRIBFLVE'), ('BERATE', 'EERATD'), ('UPON', 'OROE'), ('MEAD', 'NTAE'), ('PERJURERS', 'SEREOTEIS'), ('SATIRE', 'NORMAN'), ('OBOE', 'EROS'), ('LENT', 'NEON'), ('ORE', 'ORE'), ('SALADS', 'SALADS'), ('OISE', 'EIRE'), ('USURY', 'SSEWN'), ('MALM', 'THHO'), ('ODORS', 'AEONA'), ('ROAST', 'EALOY'), ('TIRES', 'ATKWA'), ('ALOOP', 'AEOIH'), ('UTILE', 'ANIOL'), ('PARLEYING', 'SSEAEAAEA'), ('DEER', 'ERTE'), ('PULED', 'ATNND'), ('SOMERSET', 'SLENENHA'), ('COGENT', 'SNNINE'), ('PARR', 'EDNA'), ('RAMONA', 'ESTATE'), ('CAESAR', 'SAEEER'), ('CRUS', 'SLAP'), ('OGRE', 'EROS'), ('OREO', 'SLAT'), ('FIVE', 'HOES'), ('OTTO', 'SLAT'), ('ROTE', 'ECHO'), ('SPUD', 'SLAW'), ('ABA', 'ARA')]"
1990,THU,1990-04-19.json,0.2857142857142857,0.04054054054054054,"[('CAVES', 'ESTEA'), ('TBARS', 'STTTS'), ('CAP', 'TAE'), ('ABOVE', 'RLIRN'), ('REBUT', 'LEAVE'), ('ALA', 'ARA'), ('DECOLLETAGE', 'RATANSATIAL'), ('MAW', 'OAT'), ('STELLATE', 'SPISETTE'), ('ORSONS', 'YEASTS'), ('VET', 'EMT'), ('SITU', 'ASIA'), ('AMPERES', 'TESDEEY'), ('RELIFTS', 'RETROTY'), ('WOE', 'ILL'), ('SENSE', 'SHORT'), ('ELLEN', 'ELISE'), ('ORRS', 'ERIE'), ('NATAL', 'ESTAS'), ('LANE', 'ERNL'), ('LOSER', 'TATER'), ('PARES', 'TEATS'), ('GEE', 'LET'), ('SNIPERS', 'STEWERS'), ('SACHETS', 'STEELTS'), ('FAME', 'RUIN'), ('NIE', 'EIN'), ('GALLON', 'SAREAM'), ('PATERNAL', 'EIDORNAL'), ('ARA', 'LTA'), ('VAGABONDAGE', 'IOTATYATAXE'), ('PUG', 'EEL'), ('AMATI', 'STEVI'), ('CETES', 'EETIS'), ('ETE', 'TET'), ('LETHE', 'BLESS'), ('EROSE', 'EROSE'), ('CADS', 'ERRS'), ('ABET', 'SLAP'), ('VOCE', 'TITI'), ('EVOLVE', 'ERASED'), ('SELLERS', 'ANNEMES'), ('TRET', 'SLAT'), ('BETE', 'TETE'), ('ABA', 'TAI'), ('RUGOSE', 'TVAYAE'), ('STERILE', 'SELESTE'), ('CAMOUFLAGE', 'TAOSAOIRLL'), ('ALAN', 'ARAT'), ('PAWS', 'EATS'), ('LATEEN', 'STTEHE'), ('STILL', 'AIRLE'), ('AWOLS', 'TIETS'), ('MORON', 'ELRAT'), ('PERSIFLAGE', 'SLITERRALT'), ('SNAPS', 'YOSTS'), ('REARS', 'RTAAS'), ('TENET', 'TSNET'), ('SNEES', 'YELTS'), ('STA', 'RTE'), ('SEPAL', 'EEWUE'), ('LEANTO', 'STTEDY'), ('REMOVAL', 'REIAISB'), ('SCIENCE', 'SEIOAEE'), ('RENAME', 'RNMOTL'), ('HERDER', 'ENRTER'), ('GAPE', 'SLET'), ('ARUT', 'ATEE'), ('PATH', 'EAVS'), ('ABIE', 'ITIS'), ('NATO', 'NATO'), ('AGES', 'AXIS'), ('LESE', 'LESE'), ('GAT', 'TEE')]"
2005,TUE,2005-07-19.json,0.1891891891891892,0.02702702702702703,"[('FAST', 'REAN'), ('BITE', 'YASN'), ('DITCH', 'SYEEE'), ('LUKE', 'ORLE'), ('IDOL', 'EBLE'), ('ENOLA', 'TERXV'), ('ODIN', 'ATEN'), ('GLOM', 'ALAM'), ('FATAL', 'RSIAE'), ('WINSOMELOSESOME', 'RESAATYTOTEINMN'), ('IDA', 'ARI'), ('ONE', 'NET'), ('GOODCOPBADCOP', 'EEAERTEHETOAS'), ('BARNS', 'TALEA'), ('PAIRS', 'ARONS'), ('MAT', 'ETT'), ('IRAS', 'IRAS'), ('STIRS', 'TTNNS'), ('SAVE', 'USEE'), ('OTT', 'OTT'), ('SCENT', 'SEEEO'), ('ANNEX', 'STEED'), ('HESAIDSHESAID', 'AETANDSRTRTAD'), ('ARF', 'OLE'), ('FIG', 'OAT'), ('ONAGAINOFFAGAIN', 'IEEAATYRNKNNAEA'), ('MOTEL', 'ARENA'), ('ARLO', 'ALEC'), ('IRMA', 'ERLE'), ('NORSE', 'EILTE'), ('BAER', 'NEMO'), ('NEAT', 'EVIL'), ('IRATE', 'INERT'), ('SLAT', 'NEON'), ('GAME', 'OPAL'), ('FLOW', 'ROAR'), ('AUDI', 'ERTE'), ('SKIN', 'ALES'), ('TENSIONS', 'NENAAAES'), ('BIGMAC', 'YEATIR'), ('IDLE', 'ABLY'), ('TOOL', 'SLAT'), ('ELMO', 'NEMO'), ('DEFENDS', 'STREETS'), ('INASEC', 'YESITO'), ('TOTO', 'ERIN'), ('CLAM', 'EXAM'), ('HALE', 'EVEN'), ('ODDS', 'AREA'), ('SOARS', 'TNENS'), ('GARTH', 'EARTA'), ('ORATE', 'ELATE'), ('OPTED', 'TATED'), ('PAINS', 'ERNES'), ('BIRTH', 'HONOR'), ('OMANI', 'AESEA'), ('PAVED', 'STEED'), ('BIO', 'TIO'), ('TEX', 'TED'), ('SCIFI', 'TENET'), ('SNAGGING', 'UTTTNEEO'), ('SARALEE', 'SALAAET'), ('ASIA', 'SRAN'), ('SAGEST', 'TOANTR'), ('EFFORT', 'TOKCON'), ('OMNI', 'IAEI'), ('NOOR', 'ERIN'), ('ATRA', 'EELE'), ('NABS', 'YANN'), ('ORAL', 'RLEE'), ('FLEA', 'NEMO'), ('AREA', 'ARVP'), ('IMAM', 'ELIA'), ('NATE', 'AELL')]"
1984,THU,1984-05-10.json,0.19786096256684493,0.0,"[('BARD', 'OGRE'), ('SPRAT', 'YEAST'), ('MOSS', 'SAAA'), ('OLIO', 'LOBE'), ('ERASE', 'EMOTE'), ('EMIT', 'NLBL'), ('LANG', 'EMIL'), ('POSIT', 'ANTIM'), ('TARO', 'AOAI'), ('LIGHTASAFEATHER', 'OAETAASABOEPHTB'), ('ONLY', 'SSLE'), ('BLANK', 'LUAEI'), ('ABOUT', 'SATOH'), ('ASONE', 'HSOIP'), ('LUGS', 'LOES'), ('EUCHRE', 'OOALNT'), ('PEP', 'YEA'), ('FREEASTHEBREEZE', 'OADAALRTOEEAERB'), ('ALE', 'ERR'), ('STEEDS', 'NGEEPS'), ('MARE', 'ALOE'), ('CHESS', 'TEASE'), ('APLAN', 'SELST'), ('ASOLO', 'ALOHA'), ('AGRO', 'STEP'), ('GONEWITHTHEWIND', 'ANNERIOETEAEEEY'), ('ANTA', 'AXUE'), ('SHOLE', 'STEEL'), ('EVER', 'ELSA'), ('RYAN', 'ELSA'), ('NOLAN', 'IIDET'), ('RARE', 'SLAW'), ('DAPS', 'ALES'), ('TRYST', 'TEASE'), ('SNOW', 'SLIT'), ('BOLL', 'OLEO'), ('ALAI', 'GOMA'), ('RING', 'RBIE'), ('DOGHOUSE', 'EELTSOSA'), ('SEPAL', 'YEAAL'), ('PROSY', 'EMNSE'), ('RASA', 'AOTA'), ('ASIF', 'STIB'), ('TETE', 'TEMO'), ('METTLE', 'SNAPUP'), ('OMAHA', 'ALOHA'), ('SIREN', 'ABATE'), ('STORK', 'ALIBI'), ('TNT', 'ASH'), ('ABNER', 'ELITE'), ('ALFA', 'SLOE'), ('BURL', 'AOAR'), ('OGEE', 'TEDR'), ('ACHES', 'HATEE'), ('SHED', 'SLOP'), ('ORBS', 'ONES'), ('ESTE', 'OLGA'), ('UTES', 'ORES'), ('PEAL', 'YELL'), ('EZRA', 'EROS'), ('PEEN', 'ABET'), ('ASHOW', 'ANEAR'), ('EMPOWERS', 'AAEPEESS'), ('CLEANS', 'THEEAS'), ('ARE', 'SEA'), ('AGARD', 'AAAEA'), ('SONYA', 'LNXLL'), ('ONTAP', 'ONUSE'), ('ATLAS', 'STEES'), ('GHENT', 'TELTE'), ('ISNT', 'ISIT'), ('THOR', 'OTIE'), ('HOLY', 'EEDA'), ('IVAN', 'ELLL'), ('NERO', 'ESAI'), ('DREW', 'YAWT')]"
2004,SAT,2004-04-17.json,0.17435897435897435,0.02857142857142857,"[('DISBAR', 'EXCUSE'), ('SEMIRARE', 'TEEIREEO'), ('ENTERO', 'LCONOL'), ('ELICITED', 'EDUCEDIN'), ('BLANCS', 'ESSAYE'), ('NINEFOLD', 'XLEENERO'), ('BUTTHATSJUSTME', 'NESPSVRAYESDYE'), ('ICU', 'ICU'), ('INHEAT', 'TEASED'), ('IAM', 'YEN'), ('EKE', 'EAT'), ('MNO', 'NNT'), ('HIE', 'RIG'), ('ZSA', 'EVA'), ('WEARY', 'RAOEH'), ('AXSEED', 'ARYBIC'), ('SKIED', 'SKIAD'), ('NEO', 'RAH'), ('TERSE', 'RATED'), ('PULSES', 'STEERS'), ('SHARE', 'HEAAP'), ('URL', 'ETA'), ('SID', 'TED'), ('WPA', 'STA'), ('MIS', 'BAD'), ('DOH', 'OHO'), ('EUROPE', 'ESTATE'), ('ENT', 'EAR'), ('SUPERBOWLXXXVI', 'YESYEYESEYESEY'), ('NAMEDROP', 'ATTESTUP'), ('ATRIAL', 'HEARTY'), ('TWOPHASE', 'SNESIDED'), ('URACIL', 'RNARNA'), ('HARASSED', 'STRAPTED'), ('DAYONE', 'ONSETT'), ('DEBBIE', 'ELENIE'), ('INLUCK', 'XCSECA'), ('STATUE', 'COSSUT'), ('BENT', 'UNAP'), ('ARCHIMEDES', 'SOYSTNADRT'), ('ROSANNA', 'ELEVENO'), ('SENSE', 'TEXAS'), ('ELIJAH', 'EDLYER'), ('MINUTIA', 'EUEEDIA'), ('ICES', 'ICES'), ('RIFT', 'REND'), ('ATOMIZER', 'EDEYYEBT'), ('RELEASES', 'EIREEVIE'), ('EDD', 'ONO'), ('THORN', 'RATER'), ('MADE', 'NACD'), ('EXTRAEXTRA', 'GRRAAEYENN'), ('WES', 'RAE'), ('YES', 'HAH'), ('SEE', 'YAP'), ('SPUD', 'SSEO'), ('KUROSAWA', 'KTTHYTNT'), ('ILLHUMOR', 'IEAOETER'), ('OHWOW', 'HESAS'), ('SIERRAS', 'SEEETDT'), ('APPLAUD', 'ATTEHRO'), ('DUBOSE', 'DSYUEE'), ('MEXICO', 'BESRRE'), ('INVAIN', 'AAETNT'), ('STILLE', 'DRYYAT'), ('ROPED', 'TEPDD'), ('PEPA', 'SESA'), ('EDHS', 'YSIP'), ('XRAY', 'EAAS'), ('NTH', 'ASS')]"
2010,FRI,2010-07-02.json,0.09693877551020408,0.027777777777777776,"[('HALL', 'HOLY'), ('AMEBA', 'OOIHE'), ('TMAN', 'EXIT'), ('AMOI', 'ALEX'), ('PEARL', 'RLTER'), ('SINO', 'ASIA'), ('HAWAIIANISLANDS', 'HOANSEEEATRTAOP'), ('ATHIRST', 'AERIUOO'), ('DOORDIE', 'RESIGNE'), ('ASK', 'FEE'), ('TAG', 'NET'), ('DIY', 'REV'), ('ISNO', 'ITIS'), ('SHIED', 'YOEHH'), ('NOAH', 'ANTE'), ('MIGNONETTESAUCE', 'EAETOENLEOAEANX'), ('ARI', 'NIA'), ('YER', 'NSE'), ('OLE', 'AUR'), ('RNA', 'RNA'), ('GENTLEMANFARMER', 'EARAOEOTRSMOAIM'), ('EDGE', 'SKIN'), ('ROBOT', 'SNETE'), ('EADS', 'OTIS'), ('FAR', 'HID'), ('MEW', 'RAH'), ('INN', 'AVE'), ('MORTISE', 'LEEMEAN'), ('HAVANAS', 'SERIFIE'), ('SPUROFTHEMOMENT', 'IXAINCEYUMISASN'), ('ERIE', 'VIRN'), ('PEARY', 'IOESI'), ('ERNE', 'TEES'), ('CYTE', 'ETTE'), ('DRIES', 'AASEL'), ('DSOS', 'TEES'), ('HAHA', 'HAHA'), ('AMAT', 'OLOE'), ('LOWHANGINGFRUIT', 'LEARFIEARIHEART'), ('LIAISON', 'YXNIEST'), ('APIS', 'OREO'), ('MEATTHERMOMETER', 'OLEONONEONRNEOA'), ('EAN', 'ITE'), ('BRIDGETONOWHERE', 'HEARTHEARTHSUSE'), ('ALSO', 'ERTE'), ('TSARINA', 'EATIEAE'), ('MINDYOURMANNERS', 'XSAGVNARATEFAEE'), ('ANDI', 'IION'), ('NOSE', 'TAPE'), ('IRK', 'SUE'), ('LOD', 'RSR'), ('AIT', 'EEL'), ('IMAGE', 'IENES'), ('SIRED', 'TAIAK'), ('SNEER', 'YESES'), ('DELFT', 'HOUSE'), ('ACNED', 'TNNII'), ('HEARS', 'EXAMS'), ('OYL', 'ONO'), ('SEA', 'ARM'), ('TEATREE', 'ANIMINE'), ('ABE', 'TEA'), ('RENAMED', 'OOVISTT'), ('RIO', 'DEN'), ('IVO', 'ARI'), ('MSEC', 'LIVE'), ('OPRY', 'EXIT'), ('SFPD', 'ACIA'), ('AMYS', 'EMIL'), ('ANNO', 'ISEE'), ('STES', 'ENSS'), ('HAI', 'YES')]"
1996,MON,1996-11-11.json,0.164021164021164,0.02564102564102564,"[('SCOW', 'TEAG'), ('ILSA', 'ESAI'), ('CHITS', 'NASES'), ('ARLO', 'ANNE'), ('LOAD', 'GEDC'), ('RICHE', 'ENTRN'), ('WEEWILLIEWINKIE', 'PONEAAAEEEOTEAO'), ('NEG', 'ETA'), ('GILD', 'ANON'), ('ATTEND', 'LNEVSR'), ('WANE', 'EASE'), ('ARI', 'LEI'), ('SKY', 'EEE'), ('VENIVIDIVICI', 'ATILAAAERCEA'), ('EXILE', 'CARET'), ('DON', 'LIT'), ('NYET', 'NEEW'), ('TALL', 'ESAN'), ('THING', 'TEASE'), ('FOTO', 'EWTE'), ('SMEE', 'SKNA'), ('OOO', 'TAT'), ('MAGOO', 'ELTON'), ('MAKEMINEMINK', 'EEYTENYSYRNT'), ('WED', 'NEA'), ('LIS', 'LES'), ('GORY', 'EVIL'), ('ANIMAL', 'ERNETS'), ('INRE', 'ENRE'), ('BUS', 'RET'), ('LOVESLABORSLOST', 'IITCAAUWLESTUXE'), ('SLEEK', 'LCEHT'), ('PERI', 'SEAB'), ('IDEA', 'ELEA'), ('HASTA', 'AASOE'), ('EXES', 'EXES'), ('DERN', 'EECL'), ('SAWN', 'TAPE'), ('CREE', 'ENOT'), ('OLEG', 'ANNA'), ('WOW', 'GEE'), ('ILLINI', 'EGANSA'), ('LOLLED', 'SEAOEA'), ('SAID', 'ADEN'), ('ADE', 'ICE'), ('CRITIC', 'NEONIE'), ('HINT', 'ANTE'), ('ICKES', 'STEVE'), ('THINK', 'ERASE'), ('SEEDY', 'SNORE'), ('IGAVE', 'AAAAT'), ('WARING', 'ELECTE'), ('WILLEM', 'ELENAE'), ('AVON', 'LRIS'), ('VETS', 'ACES'), ('EXAM', 'TASK'), ('NILE', 'IRAN'), ('IDIOM', 'ELATE'), ('INFAMY', 'ANELYL'), ('YOGI', 'EWTR'), ('ETON', 'ETON'), ('TOOK', 'WENT'), ('TOKILL', 'TTYESA'), ('HOES', 'EATS'), ('MERES', 'ESIES'), ('ALASKA', 'ELTATE'), ('IGNORE', 'NENLAE'), ('NORRIS', 'YVREBS'), ('WALSH', 'NEILA'), ('ENOLA', 'ERICA'), ('DIVES', 'ANTES'), ('MEET', 'ECHO'), ('IBEX', 'EWEX'), ('BODE', 'RULE'), ('USER', 'EXEC'), ('STAN', 'TEAL'), ('APE', 'USE'), ('LID', 'TEE')]"
1978,FRI,1978-11-24.json,0.18848167539267016,0.02702702702702703,"[('WASP', 'SLOE'), ('SCALP', 'SASAE'), ('APED', 'SEEN'), ('AGEE', 'ERIC'), ('TABOR', 'SNARE'), ('GAGA', 'TARE'), ('ROTA', 'LOAD'), ('ENATE', 'ELDER'), ('UREY', 'EMIL'), ('ORACLES', 'ARABENS'), ('SPEARS', 'HTEONS'), ('FATHEROFDEISM', 'PERSDNELTHENG'), ('INS', 'ITS'), ('LONGTOMS', 'AAAAEAST'), ('LOPEZ', 'ELENA'), ('BUNTS', 'HATES'), ('UEA', 'OBI'), ('ARAR', 'ELBA'), ('MATES', 'ANNES'), ('GNAT', 'SLIT'), ('IER', 'EER'), ('WASTE', 'ABUSR'), ('MOTTO', 'MESEO'), ('CLAVICLE', 'STRENEEE'), ('OAR', 'OAR'), ('MOTHEROFDIETS', 'TLOERAAADAEIE'), ('ORELSE', 'OEHENE'), ('STELLAE', 'NAEAMMS'), ('SODA', 'RREC'), ('TORAH', 'YOTIO'), ('LOCI', 'AVES'), ('AMIR', 'EIAT'), ('ELOGE', 'TDESE'), ('APIN', 'ONME'), ('RACE', 'SERE'), ('SETEE', 'SEEEL'), ('SETE', 'ERIE'), ('WAROF', 'SELAP'), ('AGORA', 'LRORE'), ('SETAT', 'OIAAR'), ('PEACHIER', 'ECDBSINA'), ('STEERS', 'SSENNS'), ('CANSO', 'ANLSE'), ('ABA', 'SAD'), ('LOT', 'ARE'), ('PRESENTS', 'EERHHAES'), ('AGUEST', 'STEENE'), ('PARAMOUNT', 'EAMOGAOLS'), ('EGER', 'ERIN'), ('DAYS', 'NELS'), ('LENZ', 'EDTA'), ('PIGS', 'TEAS'), ('FLUTTER', 'LAANSEA'), ('DONEE', 'TATER'), ('MEAT', 'SBIE'), ('SATO', 'TITO'), ('LAIC', 'EEES'), ('OREL', 'LLET'), ('PARAMEDIC', 'EBRRTHEAR'), ('BASLE', 'HNUER'), ('MACHETES', 'ABEEEYTS'), ('GORILLAS', 'SERAAAOE'), ('WITS', 'ANON'), ('MADE', 'MADE'), ('VOLARE', 'ELECTE'), ('OFTHEE', 'OAAOEL'), ('OSAGE', 'ANISE'), ('ELOPE', 'EMVNR'), ('TACIT', 'IMEMI'), ('SEINE', 'ESSEE'), ('OSAR', 'ORES'), ('ROMA', 'ERIE'), ('OLE', 'ODE'), ('ROT', 'TEE')]"
1976,FRI,1976-09-17.json,0.18716577540106952,0.039473684210526314,"[('ATLAS', 'OESAA'), ('PSTS', 'EOAE'), ('ADV', 'ESD'), ('BOOST', 'NDTSS'), ('ACRE', 'RDXS'), ('AROA', 'ADTA'), ('LOCKERROOMBRAWL', 'TIRKSRAILLARSEN'), ('ELK', 'OTE'), ('NASTY', 'IOSNE'), ('ANDES', 'NAEEC'), ('SMOTE', 'EOSTE'), ('ORIOLE', 'LNBLLE'), ('TATAS', 'HOTAT'), ('MARTS', 'STEAS'), ('ENOS', 'INST'), ('AIMTO', 'ETATN'), ('ITE', 'YAA'), ('LOCHNESSMONSTER', 'BCISEOLOPSETENG'), ('INK', 'IEN'), ('ERATO', 'ALILE'), ('ISLA', 'ESTE'), ('PASSY', 'ESDSE'), ('CAPES', 'EAYIS'), ('POPART', 'EATRIE'), ('AGAMA', 'STSIE'), ('AMORE', 'LMEAE'), ('RANON', 'RETAT'), ('RDO', 'SET'), ('UNDERLOCKANDKEY', 'IONSRLUREOAMELE'), ('LIES', 'ZROE'), ('ESEL', 'EINE'), ('OBESE', 'TBSAR'), ('AAR', 'AAR'), ('TYRE', 'TNEL'), ('NADIR', 'EAYNM'), ('ABLE', 'ONTO'), ('TOOL', 'EDIT'), ('LOCKSTOCK', 'STREETSIN'), ('ASK', 'ASK'), ('STENOS', 'ASSIST'), ('PARSE', 'ERASE'), ('SCOT', 'ODIN'), ('TROY', 'AXLE'), ('SEM', 'ESL'), ('ARADO', 'EDSEL'), ('DOWEL', 'STEEL'), ('VALSE', 'DANCE'), ('ARNIS', 'ARABS'), ('RAT', 'ROT'), ('BARTON', 'ANNANE'), ('MASH', 'OATS'), ('ORTO', 'LETS'), ('TELI', 'HIBI'), ('ANON', 'ONCE'), ('MISTY', 'STOLE'), ('AMMO', 'TAPE'), ('ASAS', 'ELIS'), ('ITSPARKED', 'YESYESESY'), ('TELE', 'ANTI'), ('ERAS', 'AGES'), ('NEARER', 'EASIER'), ('ERST', 'OLDE'), ('SIAM', 'TEAI'), ('PARES', 'ERASE'), ('CANNON', 'ESTATE'), ('PAULA', 'ELIZA'), ('OMNIA', 'AMORA'), ('PODER', 'TENOR'), ('ANKLE', 'STEEL'), ('GOA', 'TAO'), ('ROSY', 'RUIN'), ('ACER', 'ERNE'), ('DESI', 'ELAN'), ('OYER', 'TERM'), ('LET', 'LET'), ('DBA', 'MBA')]"
1990,FRI,1990-05-11.json,0.20512820512820512,0.0,"[('MUSEUMS', 'EHAEIIT'), ('CLEARER', 'ETEEARR'), ('ANAGRAM', 'VOALNRR'), ('RIVIERE', 'LEVLRAE'), ('TANGERE', 'ENEIEEA'), ('EMERGES', 'ENESENS'), ('TIRE', 'NOIT'), ('LATER', 'INCES'), ('IMA', 'LES'), ('EDER', 'ERTE'), ('STRAY', 'SLETT'), ('COIL', 'SLOE'), ('DEM', 'SEN'), ('STEIN', 'STEER'), ('PONTE', 'ELENA'), ('DOCTORS', 'DLECERO'), ('TENSES', 'HEARTS'), ('HAMSTRING', 'LNASAAORO'), ('DAHLIA', 'YEIIAL'), ('OATCAKE', 'ATNMNRT'), ('ODEON', 'ARESO'), ('STILE', 'SHTOS'), ('EXE', 'EEA'), ('WERE', 'ABLE'), ('BELLE', 'ELDER'), ('SEAM', 'TSRR'), ('ALA', 'SOS'), ('TUNER', 'TXNAN'), ('ELLE', 'ERMA'), ('GILDERS', 'TTEAEES'), ('OPERATE', 'DFINAIB'), ('ENDORSE', 'EOARARE'), ('ARMIGER', 'OOOEUNE'), ('RESENTS', 'RESISTS'), ('DOFFERS', 'NRNTRES'), ('MATTED', 'EVENES'), ('UNAIDED', 'HONORED'), ('SANREMO', 'AAEITNL'), ('EGGER', 'ELITE'), ('URE', 'INE'), ('MAR', 'IRE'), ('SMELTERS', 'TRAILERS'), ('CRETAN', 'ELECTR'), ('LIMEY', 'TENET'), ('EVER', 'EVES'), ('AIR', 'ELS'), ('REGIONS', 'ARELLER'), ('EREMITE', 'RANEONT'), ('RESALES', 'RESSEAS'), ('ARISTOTLE', 'NEEOAAHDA'), ('STOMA', 'STEAL'), ('CONGA', 'SLAON'), ('STAIN', 'SCNAO'), ('PENCE', 'EERMS'), ('CHLOE', 'ELISE'), ('TITLE', 'HONOR'), ('RAILROAD', 'ATTENDON'), ('DOWAGER', 'YAASTER'), ('ADELINE', 'ERBOTOE'), ('HERALDS', 'IELSEAS'), ('KEELAGE', 'RESRAUR'), ('EXALTER', 'TERMINE'), ('SENSES', 'SLNSES'), ('EMEERS', 'ARABES'), ('BURST', 'EXERT'), ('SERIF', 'TENET'), ('TERN', 'TEAS'), ('DOE', 'ARI'), ('PRO', 'FOR'), ('EMF', 'ION')]"
